Mod:Item:MetaData, Localized Name
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Refined Obsidian
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Charcoal Block
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Refined Glowstone
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Steel Block
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Basic Bin
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
buildcraftsilicon:plug_facade:0, Facade: Teleporter Frame
